[8,1,5]

LAYER 0:
-48.839381,-8.342051,-11.365581,-37.444502,-8.552995,
5.119297,-14.326609,29.651296,-55.288797,-58.562334,
-56.331797,5.924009,19.307230,16.967315,-58.593585,
-15.518052,62.523392,45.210364,-37.573412,27.866085,
29.471603,53.827815,43.526719,-47.054170,-41.569628,
40.682882,-59.308451,22.358104,19.037690,-39.721915,
35.124119,24.830836,3.166112,55.214576,1.607471,
-52.616840,-5.349773,-29.510666,55.855220,-34.956145,
-38.206244,-54.003601,39.823481,62.503861,1.517624,

LAYER 1:
28.815332,34.569414,21.721366,24.174566,-53.316080,
-35.299905,11.271828,16.627461,62.820276,-26.928556,
55.749748,39.596912,55.882565,-30.756798,41.432905,
-52.784814,-30.733360,45.577563,-36.803858,32.877956,
26.209784,-42.378246,19.502548,29.299722,-45.370525,
-38.835170,53.905942,-29.151280,21.951842,15.682119,

LAYER 2:
-63.781243,
-37.854671,
59.581896,
6.322459,
34.913175,
56.863063,
